EST	EST Length	Query Start Position
Locus_55731_Transcript_1	9844	361
Locus_106742_Transcript_1	2008	1967
Locus_93333_Transcript_1	731	42
Locus_93332_Transcript_1	590	42
Locus_93331_Transcript_1	615	42
Locus_36327_Transcript_1	3140	332
Locus_96103_Transcript_1	2142	30
Locus_96102_Transcript_1	2670	30
Locus_96101_Transcript_1	2695	30
Locus_96100_Transcript_1	2680	30
Locus_96104_Transcript_1	1553	30
Locus_104415_Transcript_1	1348	1336
Locus_106308_Transcript_1	4203	4189
Locus_106309_Transcript_1	3733	82
Locus_80592_Transcript_1	2677	247
Locus_99606_Transcript_1	7128	5259
Locus_59038_Transcript_1	3194	114
Locus_59039_Transcript_1	2454	114
Locus_59032_Transcript_1	2573	114
Locus_59030_Transcript_1	3472	114
Locus_59031_Transcript_1	3221	114
Locus_59037_Transcript_1	2714	114
Locus_59034_Transcript_1	2481	114
Locus_59035_Transcript_1	2915	114
Locus_627_Transcript_1	3847	82
Locus_114448_Transcript_1	3281	194
Locus_114449_Transcript_1	3209	194
Locus_96331_Transcript_1	3831	80
Locus_100135_Transcript_1	3518	3366
Locus_100137_Transcript_1	2994	2842
Locus_100136_Transcript_1	3724	3572
Locus_100139_Transcript_1	6257	6105
Locus_100138_Transcript_1	3649	3497
Locus_128147_Transcript_1	1449	63
Locus_93840_Transcript_1	3519	52
Locus_18764_Transcript_1	4010	3871
Locus_129431_Transcript_1	963	859
Locus_129430_Transcript_1	922	818
Locus_129432_Transcript_1	977	873
Locus_65064_Transcript_1	4359	4227
Locus_65062_Transcript_1	4621	4302
Locus_65063_Transcript_1	4618	4299
Locus_65061_Transcript_1	4693	4374
Locus_96438_Transcript_1	2507	1408
Locus_53563_Transcript_1	1982	991
Locus_53561_Transcript_1	2844	991
Locus_76628_Transcript_1	1617	1584
Locus_76629_Transcript_1	1607	1584
Locus_4571_Transcript_1	3006	2940
Locus_35058_Transcript_1	1684	137
Locus_35056_Transcript_1	2357	138
Locus_35057_Transcript_1	2478	931
Locus_35054_Transcript_1	2774	173
Locus_35055_Transcript_1	4321	138
Locus_55129_Transcript_1	1944	1647
Locus_102711_Transcript_1	5877	412
Locus_102759_Transcript_1	5189	326
Locus_102758_Transcript_1	5168	326
Locus_88522_Transcript_1	1612	1455
Locus_88523_Transcript_1	1530	1373
Locus_88526_Transcript_1	5252	4657
Locus_88527_Transcript_1	3157	3000
Locus_88524_Transcript_1	2255	2098
Locus_31490_Transcript_1	1965	1706
Locus_31491_Transcript_1	1736	1696
Locus_124563_Transcript_1	1343	702
Locus_124563_Transcript_2	710	642
Locus_4327_Transcript_1	3135	374
Locus_4327_Transcript_2	3124	470
Locus_4327_Transcript_3	2941	470
Locus_6250_Transcript_1	1793	162
Locus_42995_Transcript_1	659	583
Locus_94912_Transcript_1	3747	104
Locus_94913_Transcript_1	3208	104
Locus_94916_Transcript_1	3373	104
Locus_94917_Transcript_1	3582	104
Locus_118698_Transcript_1	787	125
Locus_118698_Transcript_2	831	169
Locus_49054_Transcript_1	2152	2066
Locus_49050_Transcript_1	2373	2287
Locus_125939_Transcript_1	1467	1403
Locus_125939_Transcript_2	1470	1406
Locus_102773_Transcript_1	5126	326
Locus_50301_Transcript_1	3547	2757
Locus_105300_Transcript_1	540	71
Locus_86449_Transcript_1	1465	679
Locus_86448_Transcript_1	3318	679
Locus_73972_Transcript_1	2725	2677
Locus_73971_Transcript_1	2931	2845
Locus_17435_Transcript_1	1784	1717
Locus_38851_Transcript_1	3668	95
Locus_38850_Transcript_1	3638	95
Locus_38853_Transcript_1	4268	313
Locus_38852_Transcript_1	4238	313
Locus_20085_Transcript_1	2410	2398
Locus_110782_Transcript_1	3379	1663
Locus_78520_Transcript_1	3077	3068
Locus_35295_Transcript_1	1863	1703
Locus_41270_Transcript_1	4384	109
Locus_99482_Transcript_1	4467	1097
Locus_129233_Transcript_1	5192	73
Locus_13764_Transcript_1	5869	563
Locus_12284_Transcript_1	3124	765
Locus_12285_Transcript_1	3583	765
Locus_21159_Transcript_1	2981	418
Locus_21156_Transcript_1	2383	418
Locus_21157_Transcript_1	2425	418
Locus_21155_Transcript_1	2901	418
Locus_21155_Transcript_2	2933	418
Locus_21155_Transcript_3	2900	418
Locus_48359_Transcript_1	1310	1253
Locus_117300_Transcript_1	2320	2195
Locus_99041_Transcript_1	6125	142
Locus_9650_Transcript_1	1218	1175
Locus_9651_Transcript_1	1177	1134
Locus_72290_Transcript_1	1909	683
Locus_23189_Transcript_1	1808	74
Locus_23189_Transcript_2	1778	44
Locus_70079_Transcript_1	1268	1193
Locus_70078_Transcript_1	2075	1214
Locus_70077_Transcript_1	2053	1192
Locus_6944_Transcript_1	1370	79
Locus_6944_Transcript_2	1423	79
Locus_46006_Transcript_1	1241	764
Locus_42630_Transcript_1	1848	804
Locus_42633_Transcript_1	1488	194
Locus_12120_Transcript_1	2132	199
Locus_59582_Transcript_1	2671	995
Locus_59583_Transcript_1	2567	995
Locus_59580_Transcript_1	2663	1091
Locus_59586_Transcript_1	2543	971
Locus_59587_Transcript_1	1865	971
Locus_59584_Transcript_1	1687	995
Locus_59585_Transcript_1	2421	995
Locus_59588_Transcript_1	2647	971
Locus_59589_Transcript_1	1334	962
Locus_59322_Transcript_1	1059	98
Locus_59321_Transcript_1	1543	98
Locus_26140_Transcript_1	1573	1477
Locus_26140_Transcript_2	1585	1489
Locus_26140_Transcript_3	1577	1481
Locus_26140_Transcript_4	1485	1410
Locus_26143_Transcript_1	3099	2125
Locus_26144_Transcript_1	2945	1971
Locus_26145_Transcript_1	3086	2112
Locus_26146_Transcript_1	2477	353
Locus_26147_Transcript_1	2311	353
Locus_26148_Transcript_1	2452	353
Locus_26149_Transcript_1	2314	353
Locus_71639_Transcript_1	3574	2170
Locus_101637_Transcript_1	6056	4199
Locus_14881_Transcript_1	1982	1898
Locus_14882_Transcript_1	4701	4617
Locus_125978_Transcript_1	1620	1564
Locus_101374_Transcript_1	1618	1566
Locus_65190_Transcript_1	3146	818
Locus_65195_Transcript_1	1508	1209
Locus_82945_Transcript_1	908	696
Locus_82941_Transcript_1	2274	2154
Locus_89624_Transcript_1	2129	1360
Locus_97677_Transcript_1	2152	890
Locus_97672_Transcript_1	4467	890
Locus_97670_Transcript_1	2397	890
Locus_97671_Transcript_1	4442	890
Locus_97678_Transcript_1	2080	890
Locus_97679_Transcript_1	5282	756
Locus_9421_Transcript_1	1637	1617
Locus_9420_Transcript_1	1536	1516
Locus_101372_Transcript_1	1623	1566
Locus_60676_Transcript_1	977	98
Locus_99413_Transcript_1	1408	208
Locus_99414_Transcript_1	4189	2764
Locus_99416_Transcript_1	3068	2986
Locus_99419_Transcript_1	6480	2258
Locus_63329_Transcript_1	2501	1029
Locus_30158_Transcript_1	475	81
Locus_2062_Transcript_1	4187	23
Locus_84830_Transcript_1	3599	369
Locus_84831_Transcript_1	3606	369
Locus_84832_Transcript_1	3708	369
Locus_84833_Transcript_1	3323	369
Locus_84834_Transcript_1	3492	369
Locus_84835_Transcript_1	2403	369
Locus_84836_Transcript_1	3868	369
Locus_84837_Transcript_1	3653	369
Locus_84838_Transcript_1	4014	369
Locus_84839_Transcript_1	3990	369
Locus_13402_Transcript_1	3449	3444
Locus_102604_Transcript_1	1419	210
Locus_42205_Transcript_1	1690	61
Locus_42204_Transcript_1	2978	1475
Locus_42206_Transcript_1	1564	61
Locus_27239_Transcript_1	3738	38
Locus_121646_Transcript_1	1534	158
Locus_121647_Transcript_1	1519	122
Locus_121644_Transcript_1	1554	158
Locus_1030_Transcript_1	5066	3901
Locus_1036_Transcript_1	7926	7778
Locus_1035_Transcript_1	6681	6533
Locus_130809_Transcript_1	2968	85
Locus_118181_Transcript_1	1964	1952
Locus_118182_Transcript_1	1928	1916
Locus_101652_Transcript_1	5501	4732
Locus_63425_Transcript_1	2686	161
Locus_63426_Transcript_1	3069	141
Locus_100113_Transcript_1	841	621
Locus_100112_Transcript_1	872	811
Locus_100111_Transcript_1	1259	994
Locus_100110_Transcript_1	1215	995
Locus_41426_Transcript_1	460	35
Locus_30730_Transcript_1	1456	82
Locus_31463_Transcript_1	2341	2214
Locus_31462_Transcript_1	1374	1247
Locus_31461_Transcript_1	1650	1523
Locus_31460_Transcript_1	1255	1128
Locus_31467_Transcript_1	1700	1573
Locus_128322_Transcript_1	2174	374
Locus_128321_Transcript_1	2155	374
Locus_128326_Transcript_2	942	914
Locus_12650_Transcript_1	5194	3277
Locus_120813_Transcript_1	3379	3361
Locus_120813_Transcript_2	2726	2609
Locus_120813_Transcript_3	3404	3386
Locus_120814_Transcript_1	3020	2847
Locus_120815_Transcript_1	2268	2095
Locus_120816_Transcript_1	2993	2881
Locus_15583_Transcript_1	1281	62
Locus_15585_Transcript_1	1375	62
Locus_119139_Transcript_1	773	477
Locus_119138_Transcript_1	711	646
Locus_1473_Transcript_1	1497	150
Locus_2588_Transcript_1	3789	147
Locus_107549_Transcript_1	3461	183
Locus_78090_Transcript_1	1992	948
Locus_108296_Transcript_1	5650	5370
Locus_108297_Transcript_1	5840	5560
Locus_27524_Transcript_1	1676	260
Locus_36644_Transcript_1	2863	2786
Locus_6435_Transcript_1	2189	2086
Locus_43924_Transcript_1	2594	303
Locus_43923_Transcript_1	2223	303
Locus_43922_Transcript_1	4104	53
Locus_43921_Transcript_1	3936	53
Locus_43920_Transcript_1	3960	53
Locus_89620_Transcript_1	2245	1404
Locus_84438_Transcript_1	558	101
Locus_84439_Transcript_1	592	131
Locus_84436_Transcript_1	4825	3836
Locus_84437_Transcript_1	4068	3874
Locus_83782_Transcript_1	2052	2040
Locus_69859_Transcript_1	4313	2173
Locus_127817_Transcript_1	2195	2187
Locus_54855_Transcript_1	6030	277
Locus_54854_Transcript_1	6185	277
Locus_97964_Transcript_1	1618	195
Locus_97965_Transcript_1	1677	155
Locus_97962_Transcript_1	1343	7
Locus_97963_Transcript_1	1623	191
Locus_97961_Transcript_1	4942	191
Locus_129203_Transcript_1	3533	127
Locus_129201_Transcript_1	3412	127
Locus_92219_Transcript_1	2834	2651
Locus_92218_Transcript_1	2657	2474
Locus_51391_Transcript_1	6632	218
Locus_51390_Transcript_1	7141	218
Locus_45551_Transcript_1	2109	1835
Locus_52846_Transcript_1	1831	503
Locus_25487_Transcript_1	2739	2679
Locus_52319_Transcript_1	2810	92
Locus_31653_Transcript_1	2081	1996
Locus_31654_Transcript_1	2102	2017
Locus_47416_Transcript_1	1520	1409
Locus_47415_Transcript_1	1511	1409
Locus_47414_Transcript_1	1476	1282
Locus_47413_Transcript_1	1476	1282
Locus_108157_Transcript_1	4788	3029
Locus_108155_Transcript_1	5799	3751
Locus_108154_Transcript_1	4175	2127
Locus_108153_Transcript_1	3873	1825
Locus_108152_Transcript_1	5077	3029
Locus_108151_Transcript_1	4795	3029
Locus_47165_Transcript_1	2402	163
Locus_48698_Transcript_1	3017	98
Locus_48699_Transcript_1	3062	98
Locus_85088_Transcript_1	2371	65
Locus_121535_Transcript_1	708	78
Locus_77375_Transcript_1	3795	280
Locus_16071_Transcript_1	1080	1052
Locus_17382_Transcript_1	1650	88
Locus_17383_Transcript_1	1619	88
Locus_63932_Transcript_1	2914	427
Locus_63933_Transcript_1	3141	427
Locus_46317_Transcript_1	748	689
Locus_46315_Transcript_1	736	677
Locus_42124_Transcript_1	817	709
Locus_42125_Transcript_1	1218	839
Locus_42126_Transcript_1	904	841
Locus_42127_Transcript_1	1298	1160
Locus_42122_Transcript_1	820	750
Locus_42123_Transcript_1	1443	1269
Locus_78444_Transcript_1	1706	1637
Locus_78445_Transcript_1	1769	1700
Locus_120720_Transcript_1	2013	152
Locus_37783_Transcript_1	1959	133
Locus_21551_Transcript_1	1664	1603
Locus_30400_Transcript_1	1561	1457
Locus_127813_Transcript_1	2103	2095
Locus_17632_Transcript_1	2523	216
Locus_122947_Transcript_1	1051	565
Locus_10362_Transcript_1	837	772
Locus_802_Transcript_1	1378	94
Locus_80826_Transcript_1	3000	2984
Locus_110783_Transcript_1	3358	1659
Locus_116173_Transcript_1	1747	863
Locus_48060_Transcript_1	3047	85
Locus_106717_Transcript_1	3602	3579
Locus_106716_Transcript_1	3583	3560
Locus_106715_Transcript_1	3546	3523
Locus_106714_Transcript_1	3559	3536
Locus_109475_Transcript_1	3243	155
Locus_99422_Transcript_1	5914	2258
Locus_59578_Transcript_1	2767	1091
Locus_126439_Transcript_1	2234	2161
Locus_55307_Transcript_1	3550	98
Locus_146_Transcript_1	2951	124
Locus_148_Transcript_1	3269	124
Locus_49741_Transcript_1	6397	6211
Locus_77932_Transcript_1	5106	5042
Locus_100149_Transcript_1	6353	6201
Locus_15076_Transcript_1	4043	417
Locus_19920_Transcript_1	1330	62
Locus_55679_Transcript_1	5292	3700
Locus_56328_Transcript_1	9369	6887
Locus_117392_Transcript_1	3268	2861
Locus_117392_Transcript_2	3273	2951
Locus_117392_Transcript_4	3236	2829
Locus_61917_Transcript_1	2840	185
Locus_61912_Transcript_1	644	528
Locus_61913_Transcript_1	593	524
Locus_61910_Transcript_1	659	524
Locus_61911_Transcript_1	668	528
Locus_130960_Transcript_1	4545	166
Locus_61918_Transcript_1	2749	185
Locus_61919_Transcript_1	1388	275
Locus_52150_Transcript_1	3222	126
Locus_52151_Transcript_1	2801	126
Locus_112249_Transcript_1	1014	47
Locus_32820_Transcript_1	1903	59
Locus_32821_Transcript_1	1270	59
Locus_115739_Transcript_1	2307	2258
Locus_111920_Transcript_1	725	656
Locus_105958_Transcript_1	4799	4656
Locus_51610_Transcript_1	1497	929
Locus_111919_Transcript_1	1582	1519
Locus_111918_Transcript_1	1582	1519
Locus_111911_Transcript_1	1602	1539
Locus_2386_Transcript_1	2378	2212
Locus_33599_Transcript_1	1896	392
Locus_33598_Transcript_1	1618	392
Locus_30020_Transcript_1	4309	3842
Locus_11270_Transcript_1	1784	171
Locus_96467_Transcript_1	2713	33
Locus_82629_Transcript_1	3771	3184
Locus_82628_Transcript_1	4316	3828
Locus_82623_Transcript_1	5707	3564
Locus_34701_Transcript_1	1292	1074
Locus_53591_Transcript_1	2445	991
Locus_126311_Transcript_1	2659	1134
Locus_126310_Transcript_1	2788	1134
Locus_106305_Transcript_1	4169	4155
Locus_100329_Transcript_1	3348	1970
Locus_23409_Transcript_1	1209	128
Locus_23409_Transcript_3	1188	107
Locus_23409_Transcript_4	1184	88
Locus_81840_Transcript_1	1785	1663
Locus_41495_Transcript_1	4070	138
Locus_41494_Transcript_1	4040	138
Locus_41497_Transcript_1	6599	138
Locus_41496_Transcript_1	5675	138
Locus_41491_Transcript_1	5609	138
Locus_41490_Transcript_1	5618	138
Locus_41493_Transcript_1	6569	138
Locus_41492_Transcript_1	5645	138
Locus_41498_Transcript_1	6542	138
Locus_102254_Transcript_1	1806	670
Locus_119702_Transcript_1	1531	56
Locus_96344_Transcript_1	7985	7976
Locus_48358_Transcript_1	1717	58
Locus_72004_Transcript_1	1306	531
Locus_72005_Transcript_1	1433	1261
Locus_72006_Transcript_1	981	892
Locus_72007_Transcript_1	914	801
Locus_39169_Transcript_1	1248	1096
Locus_89938_Transcript_1	568	510
Locus_39164_Transcript_1	1418	23
Locus_39165_Transcript_1	2311	23
Locus_14110_Transcript_1	2230	2144
Locus_102603_Transcript_1	1323	160
Locus_102602_Transcript_1	3087	160
Locus_15648_Transcript_1	980	73
Locus_100724_Transcript_1	3798	2909
Locus_100725_Transcript_1	3952	3063
Locus_100726_Transcript_1	3490	2787
Locus_100727_Transcript_1	3465	2762
Locus_100721_Transcript_1	3490	2221
Locus_123098_Transcript_1	1151	166
Locus_100728_Transcript_1	2332	1443
Locus_94849_Transcript_1	2477	1217
Locus_42770_Transcript_1	2861	54
Locus_69888_Transcript_1	5339	3260
Locus_69889_Transcript_1	5517	3438
Locus_69885_Transcript_1	6062	3444
Locus_69886_Transcript_1	5356	3347
Locus_90249_Transcript_1	2559	137
Locus_46263_Transcript_1	2570	208
Locus_46262_Transcript_1	2540	208
Locus_46261_Transcript_1	2564	208
Locus_46260_Transcript_1	2252	208
Locus_46265_Transcript_1	2215	208
Locus_46264_Transcript_1	2532	208
Locus_54889_Transcript_1	866	740
Locus_54886_Transcript_1	770	708
Locus_68915_Transcript_1	3232	3227
Locus_107256_Transcript_1	2677	2622
Locus_126635_Transcript_1	2313	245
Locus_126635_Transcript_2	2378	245
Locus_57315_Transcript_1	3344	153
Locus_57316_Transcript_1	2415	153
Locus_86512_Transcript_1	6173	1842
Locus_14094_Transcript_1	689	603
Locus_35859_Transcript_1	2307	2217
Locus_127584_Transcript_1	1011	67
Locus_21443_Transcript_1	2150	1717
Locus_89625_Transcript_1	1534	1360
Locus_3335_Transcript_1	2825	96
Locus_25973_Transcript_1	957	756
Locus_25974_Transcript_1	2111	1931
Locus_25977_Transcript_1	1801	1686
Locus_34616_Transcript_1	5058	4983
Locus_32611_Transcript_1	3018	2956
Locus_32613_Transcript_1	934	74
Locus_32614_Transcript_1	894	74
Locus_28449_Transcript_1	2634	2427
Locus_127736_Transcript_1	3845	3745
Locus_28448_Transcript_1	2617	2410
Locus_70027_Transcript_1	2773	2663
Locus_122724_Transcript_1	2576	1208
Locus_91414_Transcript_1	1520	120
Locus_5712_Transcript_1	3484	3421
Locus_103525_Transcript_1	2118	121
Locus_45509_Transcript_1	1832	1413
Locus_45508_Transcript_1	1844	1550
Locus_45507_Transcript_1	1832	1413
Locus_45506_Transcript_1	1728	1425
Locus_45505_Transcript_1	1844	1550
Locus_110889_Transcript_1	3013	1688
Locus_114702_Transcript_1	3968	3668
Locus_24910_Transcript_1	1971	1138
Locus_111877_Transcript_1	1580	1518
Locus_36388_Transcript_1	4114	4032
Locus_82935_Transcript_1	2067	497
Locus_32683_Transcript_1	2966	814
Locus_32683_Transcript_2	1602	944
Locus_90379_Transcript_1	3402	901
Locus_21545_Transcript_1	1609	1548
Locus_21547_Transcript_1	1700	1639
Locus_21546_Transcript_1	1553	1492
Locus_79153_Transcript_1	11,928	98
Locus_79152_Transcript_1	13,046	98
Locus_79151_Transcript_1	13,816	98
Locus_79150_Transcript_1	12,042	98
Locus_54111_Transcript_1	3145	2962
Locus_115154_Transcript_1	5903	5739
Locus_3726_Transcript_1	3309	186
Locus_42109_Transcript_1	1117	738
Locus_2103_Transcript_1	2385	104
Locus_2102_Transcript_1	2178	104
Locus_83518_Transcript_1	6267	6119
Locus_34619_Transcript_1	1018	45
Locus_111878_Transcript_1	1579	1518
Locus_55274_Transcript_1	4182	348
Locus_111879_Transcript_1	1630	1518
Locus_101566_Transcript_1	9428	1263
Locus_1061_Transcript_1	1574	283
Locus_1062_Transcript_1	1589	283
Locus_1064_Transcript_1	1602	283
Locus_1066_Transcript_1	1651	283
Locus_129498_Transcript_1	3342	3246
Locus_95908_Transcript_1	4194	3906
Locus_95909_Transcript_1	4200	3912
Locus_95904_Transcript_1	3994	3870
Locus_95905_Transcript_1	4020	3896
Locus_49133_Transcript_1	7282	7181
Locus_1881_Transcript_1	738	61
Locus_111889_Transcript_1	1624	1518
Locus_111888_Transcript_1	1580	1518
Locus_111880_Transcript_1	1693	1526
Locus_111887_Transcript_1	1579	1518
Locus_111886_Transcript_1	1590	1536
Locus_111885_Transcript_1	1572	1518
Locus_67809_Transcript_1	2730	1395
Locus_67806_Transcript_1	1192	1104
Locus_72177_Transcript_1	2139	1042
Locus_72170_Transcript_1	2765	1636
Locus_102707_Transcript_1	5319	412
Locus_79470_Transcript_1	1635	462
Locus_79471_Transcript_1	1036	462
Locus_55142_Transcript_1	993	581
Locus_55143_Transcript_1	856	733
Locus_55140_Transcript_1	704	581
Locus_74382_Transcript_1	4464	477
Locus_122725_Transcript_1	2710	2308
Locus_122727_Transcript_1	2690	383
Locus_102739_Transcript_1	5455	326
Locus_102738_Transcript_1	5497	326
Locus_108559_Transcript_1	7249	102
Locus_33878_Transcript_1	1219	832
Locus_33876_Transcript_1	1366	832
Locus_33876_Transcript_2	1473	832
Locus_33877_Transcript_1	899	832
Locus_30783_Transcript_1	1326	31
Locus_12608_Transcript_1	4148	3862
Locus_12606_Transcript_1	4316	4030
Locus_12607_Transcript_1	4106	3820
Locus_80126_Transcript_1	1653	1015
Locus_80124_Transcript_1	769	131
Locus_80125_Transcript_1	1584	1029
Locus_80122_Transcript_1	862	305
Locus_80123_Transcript_1	659	58
Locus_80121_Transcript_1	634	61
Locus_48575_Transcript_1	1707	108
Locus_48577_Transcript_1	2623	108
Locus_48576_Transcript_1	1427	108
Locus_48579_Transcript_1	1437	108
Locus_48578_Transcript_1	1752	108
Locus_97687_Transcript_1	1667	707
Locus_7277_Transcript_1	2116	2057
Locus_97686_Transcript_1	3068	707
Locus_97681_Transcript_1	1913	707
Locus_126294_Transcript_1	1631	1201
Locus_126295_Transcript_1	1784	1354
Locus_126292_Transcript_1	2181	1751
Locus_126293_Transcript_1	1715	1285
Locus_61170_Transcript_1	3905	120
Locus_61171_Transcript_1	3865	120
Locus_61172_Transcript_1	3946	120
Locus_61173_Transcript_1	3796	73
Locus_61174_Transcript_1	1309	73
Locus_61176_Transcript_1	2642	73
Locus_56129_Transcript_1	5175	4989
Locus_79390_Transcript_1	3220	39
Locus_68827_Transcript_1	3621	2852
Locus_79535_Transcript_1	988	204
Locus_79534_Transcript_1	873	33
Locus_26622_Transcript_1	2686	12
Locus_25545_Transcript_1	1490	1345
Locus_25547_Transcript_1	2339	2194
Locus_25546_Transcript_1	1916	1866
Locus_15875_Transcript_1	5837	5703
Locus_15875_Transcript_2	4895	4758
Locus_15875_Transcript_4	5448	5311
Locus_86428_Transcript_1	931	829
Locus_122967_Transcript_1	2395	210
Locus_62310_Transcript_1	1907	258
Locus_97918_Transcript_1	1999	1945
Locus_66561_Transcript_1	3041	2927
Locus_66565_Transcript_1	3149	3035
Locus_65202_Transcript_1	2214	1915
Locus_65203_Transcript_1	2042	1743
Locus_65201_Transcript_1	1823	1524
Locus_65206_Transcript_1	1670	1371
Locus_65204_Transcript_1	2736	2437
Locus_65205_Transcript_1	1279	980
Locus_28931_Transcript_1	2090	1975
Locus_28931_Transcript_2	2088	1975
Locus_40517_Transcript_1	1445	1383
Locus_40516_Transcript_1	1188	1129
Locus_115298_Transcript_1	2237	2022
Locus_115299_Transcript_1	2244	257
Locus_119966_Transcript_1	796	69
Locus_119967_Transcript_1	820	68
Locus_33090_Transcript_1	2030	234
Locus_33091_Transcript_1	1942	234
Locus_85651_Transcript_1	5876	259
Locus_85650_Transcript_1	4508	259
Locus_58156_Transcript_1	1446	110
Locus_20849_Transcript_1	460	62
Locus_8884_Transcript_1	1687	220
Locus_95606_Transcript_1	1260	1092
Locus_66687_Transcript_1	1408	956
Locus_96099_Transcript_1	2655	30
Locus_25777_Transcript_1	1523	316
Locus_25778_Transcript_1	1595	316
Locus_58901_Transcript_1	1335	1211
Locus_58902_Transcript_1	1297	1173
Locus_34060_Transcript_1	8354	70
Locus_34061_Transcript_1	8282	70
Locus_34062_Transcript_1	8395	70
Locus_34063_Transcript_1	8208	70
Locus_10337_Transcript_1	1880	1546
Locus_125035_Transcript_1	3370	227
Locus_45940_Transcript_1	1836	1825
Locus_45944_Transcript_1	4202	4191
Locus_111753_Transcript_1	2128	179
Locus_118500_Transcript_1	2354	122
Locus_126215_Transcript_1	1114	1011
Locus_7758_Transcript_1	1058	133
Locus_19201_Transcript_1	2743	45
Locus_24273_Transcript_1	2321	2206
Locus_78370_Transcript_1	2956	771
Locus_78371_Transcript_1	1108	348
Locus_78378_Transcript_1	2792	2632
Locus_68166_Transcript_1	6257	6104
Locus_98852_Transcript_1	1929	1812
Locus_98851_Transcript_1	2148	1812
Locus_72010_Transcript_1	1328	798
Locus_94909_Transcript_1	1835	1024
Locus_114705_Transcript_1	1709	58
Locus_56601_Transcript_1	5693	5639
Locus_56602_Transcript_1	3861	3648
Locus_56605_Transcript_1	5807	5594
Locus_56608_Transcript_1	3948	3894
Locus_79847_Transcript_1	2496	2377
Locus_79846_Transcript_1	1921	1802
Locus_4849_Transcript_1	1952	206
Locus_4847_Transcript_1	1297	206
Locus_34927_Transcript_1	6700	92
Locus_34921_Transcript_1	3610	2375
Locus_39095_Transcript_1	4854	212
Locus_80939_Transcript_1	1652	1183
Locus_339_Transcript_1	924	816
Locus_21372_Transcript_1	1240	80
Locus_21370_Transcript_1	2558	2469
Locus_21370_Transcript_2	2062	1961
Locus_21371_Transcript_1	1707	1618
Locus_71908_Transcript_1	1763	465
Locus_71900_Transcript_1	1455	157
Locus_71901_Transcript_1	3837	79
Locus_71904_Transcript_1	1845	547
Locus_52709_Transcript_1	1602	153
Locus_37906_Transcript_1	802	694
Locus_37906_Transcript_2	989	881
Locus_99476_Transcript_1	5505	740
Locus_99477_Transcript_1	5028	740
Locus_99474_Transcript_1	4467	825
Locus_99472_Transcript_1	5216	839
Locus_99473_Transcript_1	5033	825
Locus_99470_Transcript_1	4223	828
Locus_115741_Transcript_1	1701	1698
Locus_99478_Transcript_1	5906	748
Locus_99479_Transcript_1	3885	825
Locus_122639_Transcript_1	2903	128
Locus_114839_Transcript_1	847	822
Locus_50131_Transcript_1	7449	135
Locus_50137_Transcript_1	6444	6429
Locus_50138_Transcript_1	4491	4476
Locus_50139_Transcript_1	4376	4361
Locus_111876_Transcript_1	1642	1536
Locus_22392_Transcript_1	3255	228
Locus_98794_Transcript_1	2513	354
Locus_98796_Transcript_1	4076	162
Locus_98792_Transcript_1	4037	3951
Locus_98793_Transcript_1	1826	1740
Locus_87798_Transcript_1	3535	1891
Locus_87799_Transcript_1	3591	1947
Locus_84856_Transcript_1	3728	369
Locus_84857_Transcript_1	3758	369
Locus_84854_Transcript_1	4011	369
Locus_84855_Transcript_1	4057	369
Locus_84852_Transcript_1	4348	369
Locus_84853_Transcript_1	4037	369
Locus_84850_Transcript_1	3346	369
Locus_84851_Transcript_1	3515	369
Locus_97765_Transcript_1	2083	704
Locus_49753_Transcript_1	7772	7671
Locus_49751_Transcript_1	6509	6408
Locus_49754_Transcript_1	9350	9249
Locus_130229_Transcript_1	2628	2549
Locus_119692_Transcript_1	2041	1984
Locus_60136_Transcript_1	1644	1561
Locus_60130_Transcript_1	733	634
Locus_117097_Transcript_1	1094	985
Locus_98004_Transcript_1	2885	771
Locus_98005_Transcript_1	3094	771
Locus_98006_Transcript_1	3094	771
Locus_98007_Transcript_1	3094	771
Locus_98001_Transcript_1	2824	771
Locus_98002_Transcript_1	1783	146
Locus_98003_Transcript_1	1801	146
Locus_93927_Transcript_1	3136	2386
Locus_93925_Transcript_1	3687	2386
Locus_103058_Transcript_1	1258	1083
Locus_53355_Transcript_1	1250	220
Locus_53354_Transcript_1	1259	220
Locus_53351_Transcript_1	1471	126
Locus_53353_Transcript_1	1278	220
Locus_53352_Transcript_1	1518	181
Locus_111831_Transcript_1	1534	1528
Locus_111836_Transcript_1	1545	1539
Locus_111837_Transcript_1	1545	1539
Locus_87808_Transcript_1	2509	1873
Locus_87800_Transcript_1	3156	1891
Locus_87801_Transcript_1	2431	1791
Locus_87802_Transcript_1	2435	1795
Locus_87803_Transcript_1	2587	1947
Locus_87804_Transcript_1	2531	1891
Locus_87805_Transcript_1	2451	1815
Locus_87806_Transcript_1	2431	1795
Locus_87807_Transcript_1	2565	1929
Locus_76978_Transcript_1	2426	9
Locus_33229_Transcript_1	3132	41
Locus_12480_Transcript_1	1507	70
Locus_60097_Transcript_1	7447	396
Locus_124670_Transcript_1	5157	5151
Locus_108781_Transcript_1	728	709
Locus_19172_Transcript_1	1445	162
Locus_19172_Transcript_3	1467	162
Locus_116435_Transcript_1	6260	6091
Locus_116435_Transcript_2	6343	6174
Locus_79042_Transcript_1	4288	4239
Locus_60098_Transcript_1	3323	396
Locus_60099_Transcript_1	4123	396
Locus_129199_Transcript_1	1109	127
